curation_id	curation_type	dataset_id	split_id	curated_field	original_value	curated_value	source_evidence	source_PMID	source_DOI	rationale	curator	curation_date_if_available	used_in_stage	used_in_figure_or_table	review_status	notes
CUR00447	split_definition	GSE264344	GSE264344_design__T=Blood__H=72__B=NA__G=delivery_ad26__VS=baseline_0	delivery_vs_control_split	<local_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Blood__H=72__B=NA__G=delivery_ad26__VS=baseline_0.tsv	delivery ad26 versus baseline 0	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated split definition consumed by automated scoring and transfer-evaluation scripts.	not_recorded_in_source	NA	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	documented	verified_from_local_metadata_and_manual_paper_context
CUR00448	treatment_control_label	GSE264344	GSE264344_design__T=Blood__H=72__B=NA__G=delivery_ad26__VS=baseline_0	treatment_group_clean	delivery_ad26	delivery ad26	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated treatment/delivery label harmonized from dataset metadata.	not_recorded_in_source	NA	02_design_and_split_generation	Supplementary Table S2	documented	delivery group label
CUR00449	treatment_control_label	GSE264344	GSE264344_design__T=Blood__H=72__B=NA__G=delivery_ad26__VS=baseline_0	control_group_clean	baseline_0	baseline 0	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated control/baseline label harmonized from dataset metadata.	not_recorded_in_source	NA	02_design_and_split_generation	Supplementary Table S2	documented	control group label
CUR00450	tissue_timepoint_annotation	GSE264344	GSE264344_design__T=Blood__H=72__B=NA__G=delivery_ad26__VS=baseline_0	tissue; timepoint_h	Blood; 0; 72	Blood; 72	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated tissue and timepoint annotations harmonize public metadata for split-level analysis.	not_recorded_in_source	NA	01_metadata_processing; 02_design_and_split_generation	Figures 1-5; Supplementary Tables S1-S3	documented	metadata annotation
CUR00451	delivery_platform_annotation	GSE264344	GSE264344_design__T=Blood__H=72__B=NA__G=delivery_ad26__VS=baseline_0	delivery_platform_or_modality	adenovirus serotype 26 vector	adenovirus serotype 26 vector	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated delivery platform/modality label used for interpretation and provenance tables.	not_recorded_in_source	NA	01_metadata_processing; 08_dataset_role_cleanup	Supplementary Tables S1-S3	documented	delivery platform annotation
CUR00452	publication_context_mapping	GSE264344	GSE264344_design__T=Blood__H=72__B=NA__G=delivery_ad26__VS=baseline_0	paper_result_alignment	Strong positive IMRS at 1-24 h matches acute innate tissue response. Weak 72 h IMRS matches waning tissue-time kinetics, not model failure.	context_explains_weaker_signal	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Publication context was mapped to support interpretation of dataset role and boundary-context handling.	not_recorded_in_source	NA	09_boundary_context_audit	Supplementary Tables S1-S3	documented	Mouse Ad26/Ad5 vector vaccination time course across blood, muscle, and draining lymph node from 1 h to 72 h. The paper reports that innate immune response begins by 1 h, evolves across tissues within 24 h, and wanes by 72 h.
CUR00453	split_definition	GSE264344	GSE264344_design__T=Blood__H=72__B=NA__G=delivery_ad5__VS=baseline_0	delivery_vs_control_split	<local_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Blood__H=72__B=NA__G=delivery_ad5__VS=baseline_0.tsv	delivery ad5 versus baseline 0	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated split definition consumed by automated scoring and transfer-evaluation scripts.	not_recorded_in_source	NA	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	documented	verified_from_local_metadata_and_manual_paper_context
CUR00454	treatment_control_label	GSE264344	GSE264344_design__T=Blood__H=72__B=NA__G=delivery_ad5__VS=baseline_0	treatment_group_clean	delivery_ad5	delivery ad5	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated treatment/delivery label harmonized from dataset metadata.	not_recorded_in_source	NA	02_design_and_split_generation	Supplementary Table S2	documented	delivery group label
CUR00455	treatment_control_label	GSE264344	GSE264344_design__T=Blood__H=72__B=NA__G=delivery_ad5__VS=baseline_0	control_group_clean	baseline_0	baseline 0	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated control/baseline label harmonized from dataset metadata.	not_recorded_in_source	NA	02_design_and_split_generation	Supplementary Table S2	documented	control group label
CUR00456	tissue_timepoint_annotation	GSE264344	GSE264344_design__T=Blood__H=72__B=NA__G=delivery_ad5__VS=baseline_0	tissue; timepoint_h	Blood; 0; 72	Blood; 72	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated tissue and timepoint annotations harmonize public metadata for split-level analysis.	not_recorded_in_source	NA	01_metadata_processing; 02_design_and_split_generation	Figures 1-5; Supplementary Tables S1-S3	documented	metadata annotation
CUR00457	delivery_platform_annotation	GSE264344	GSE264344_design__T=Blood__H=72__B=NA__G=delivery_ad5__VS=baseline_0	delivery_platform_or_modality	adenovirus serotype 5 vector	adenovirus serotype 5 vector	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated delivery platform/modality label used for interpretation and provenance tables.	not_recorded_in_source	NA	01_metadata_processing; 08_dataset_role_cleanup	Supplementary Tables S1-S3	documented	delivery platform annotation
CUR00458	publication_context_mapping	GSE264344	GSE264344_design__T=Blood__H=72__B=NA__G=delivery_ad5__VS=baseline_0	paper_result_alignment	Strong positive IMRS at 1-24 h matches acute innate tissue response. Weak 72 h IMRS matches waning tissue-time kinetics, not model failure.	context_explains_weaker_signal	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Publication context was mapped to support interpretation of dataset role and boundary-context handling.	not_recorded_in_source	NA	09_boundary_context_audit	Supplementary Tables S1-S3	documented	Mouse Ad26/Ad5 vector vaccination time course across blood, muscle, and draining lymph node from 1 h to 72 h. The paper reports that innate immune response begins by 1 h, evolves across tissues within 24 h, and wanes by 72 h.
CUR00459	split_definition	GSE264344	GSE264344_design__T=Muscle__H=72__B=NA__G=delivery_ad26__VS=baseline_0	delivery_vs_control_split	<local_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Muscle__H=72__B=NA__G=delivery_ad26__VS=baseline_0.tsv	delivery ad26 versus baseline 0	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated split definition consumed by automated scoring and transfer-evaluation scripts.	not_recorded_in_source	NA	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	documented	verified_from_local_metadata_and_manual_paper_context
CUR00460	treatment_control_label	GSE264344	GSE264344_design__T=Muscle__H=72__B=NA__G=delivery_ad26__VS=baseline_0	treatment_group_clean	delivery_ad26	delivery ad26	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated treatment/delivery label harmonized from dataset metadata.	not_recorded_in_source	NA	02_design_and_split_generation	Supplementary Table S2	documented	delivery group label
CUR00461	treatment_control_label	GSE264344	GSE264344_design__T=Muscle__H=72__B=NA__G=delivery_ad26__VS=baseline_0	control_group_clean	baseline_0	baseline 0	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated control/baseline label harmonized from dataset metadata.	not_recorded_in_source	NA	02_design_and_split_generation	Supplementary Table S2	documented	control group label
CUR00462	tissue_timepoint_annotation	GSE264344	GSE264344_design__T=Muscle__H=72__B=NA__G=delivery_ad26__VS=baseline_0	tissue; timepoint_h	Muscle; 0; 72	Muscle; 72	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated tissue and timepoint annotations harmonize public metadata for split-level analysis.	not_recorded_in_source	NA	01_metadata_processing; 02_design_and_split_generation	Figures 1-5; Supplementary Tables S1-S3	documented	metadata annotation
CUR00463	delivery_platform_annotation	GSE264344	GSE264344_design__T=Muscle__H=72__B=NA__G=delivery_ad26__VS=baseline_0	delivery_platform_or_modality	adenovirus serotype 26 vector	adenovirus serotype 26 vector	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated delivery platform/modality label used for interpretation and provenance tables.	not_recorded_in_source	NA	01_metadata_processing; 08_dataset_role_cleanup	Supplementary Tables S1-S3	documented	delivery platform annotation
CUR00464	publication_context_mapping	GSE264344	GSE264344_design__T=Muscle__H=72__B=NA__G=delivery_ad26__VS=baseline_0	paper_result_alignment	Strong positive IMRS at 1-24 h matches acute innate tissue response. Weak 72 h IMRS matches waning tissue-time kinetics, not model failure.	context_explains_weaker_signal	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Publication context was mapped to support interpretation of dataset role and boundary-context handling.	not_recorded_in_source	NA	09_boundary_context_audit	Supplementary Tables S1-S3	documented	Mouse Ad26/Ad5 vector vaccination time course across blood, muscle, and draining lymph node from 1 h to 72 h. The paper reports that innate immune response begins by 1 h, evolves across tissues within 24 h, and wanes by 72 h.
CUR00465	split_definition	GSE264344	GSE264344_design__T=Muscle__H=72__B=NA__G=delivery_ad5__VS=baseline_0	delivery_vs_control_split	<local_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Muscle__H=72__B=NA__G=delivery_ad5__VS=baseline_0.tsv	delivery ad5 versus baseline 0	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated split definition consumed by automated scoring and transfer-evaluation scripts.	not_recorded_in_source	NA	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	documented	verified_from_local_metadata_and_manual_paper_context
CUR00466	treatment_control_label	GSE264344	GSE264344_design__T=Muscle__H=72__B=NA__G=delivery_ad5__VS=baseline_0	treatment_group_clean	delivery_ad5	delivery ad5	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated treatment/delivery label harmonized from dataset metadata.	not_recorded_in_source	NA	02_design_and_split_generation	Supplementary Table S2	documented	delivery group label
CUR00467	treatment_control_label	GSE264344	GSE264344_design__T=Muscle__H=72__B=NA__G=delivery_ad5__VS=baseline_0	control_group_clean	baseline_0	baseline 0	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated control/baseline label harmonized from dataset metadata.	not_recorded_in_source	NA	02_design_and_split_generation	Supplementary Table S2	documented	control group label
CUR00468	tissue_timepoint_annotation	GSE264344	GSE264344_design__T=Muscle__H=72__B=NA__G=delivery_ad5__VS=baseline_0	tissue; timepoint_h	Muscle; 0; 72	Muscle; 72	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated tissue and timepoint annotations harmonize public metadata for split-level analysis.	not_recorded_in_source	NA	01_metadata_processing; 02_design_and_split_generation	Figures 1-5; Supplementary Tables S1-S3	documented	metadata annotation
CUR00469	delivery_platform_annotation	GSE264344	GSE264344_design__T=Muscle__H=72__B=NA__G=delivery_ad5__VS=baseline_0	delivery_platform_or_modality	adenovirus serotype 5 vector	adenovirus serotype 5 vector	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated delivery platform/modality label used for interpretation and provenance tables.	not_recorded_in_source	NA	01_metadata_processing; 08_dataset_role_cleanup	Supplementary Tables S1-S3	documented	delivery platform annotation
CUR00470	publication_context_mapping	GSE264344	GSE264344_design__T=Muscle__H=72__B=NA__G=delivery_ad5__VS=baseline_0	paper_result_alignment	Strong positive IMRS at 1-24 h matches acute innate tissue response. Weak 72 h IMRS matches waning tissue-time kinetics, not model failure.	context_explains_weaker_signal	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Publication context was mapped to support interpretation of dataset role and boundary-context handling.	not_recorded_in_source	NA	09_boundary_context_audit	Supplementary Tables S1-S3	documented	Mouse Ad26/Ad5 vector vaccination time course across blood, muscle, and draining lymph node from 1 h to 72 h. The paper reports that innate immune response begins by 1 h, evolves across tissues within 24 h, and wanes by 72 h.
CUR00471	split_definition	GSE264344	GSE264344_design__T=dLN__H=72__B=NA__G=delivery_ad26__VS=baseline_0	delivery_vs_control_split	<local_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=dLN__H=72__B=NA__G=delivery_ad26__VS=baseline_0.tsv	delivery ad26 versus baseline 0	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated split definition consumed by automated scoring and transfer-evaluation scripts.	not_recorded_in_source	NA	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	documented	verified_from_local_metadata_and_manual_paper_context
CUR00472	treatment_control_label	GSE264344	GSE264344_design__T=dLN__H=72__B=NA__G=delivery_ad26__VS=baseline_0	treatment_group_clean	delivery_ad26	delivery ad26	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated treatment/delivery label harmonized from dataset metadata.	not_recorded_in_source	NA	02_design_and_split_generation	Supplementary Table S2	documented	delivery group label
CUR00473	treatment_control_label	GSE264344	GSE264344_design__T=dLN__H=72__B=NA__G=delivery_ad26__VS=baseline_0	control_group_clean	baseline_0	baseline 0	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated control/baseline label harmonized from dataset metadata.	not_recorded_in_source	NA	02_design_and_split_generation	Supplementary Table S2	documented	control group label
CUR00474	tissue_timepoint_annotation	GSE264344	GSE264344_design__T=dLN__H=72__B=NA__G=delivery_ad26__VS=baseline_0	tissue; timepoint_h	dLN; 0; 72	dLN; 72	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated tissue and timepoint annotations harmonize public metadata for split-level analysis.	not_recorded_in_source	NA	01_metadata_processing; 02_design_and_split_generation	Figures 1-5; Supplementary Tables S1-S3	documented	metadata annotation
CUR00475	delivery_platform_annotation	GSE264344	GSE264344_design__T=dLN__H=72__B=NA__G=delivery_ad26__VS=baseline_0	delivery_platform_or_modality	adenovirus serotype 26 vector	adenovirus serotype 26 vector	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated delivery platform/modality label used for interpretation and provenance tables.	not_recorded_in_source	NA	01_metadata_processing; 08_dataset_role_cleanup	Supplementary Tables S1-S3	documented	delivery platform annotation
CUR00476	publication_context_mapping	GSE264344	GSE264344_design__T=dLN__H=72__B=NA__G=delivery_ad26__VS=baseline_0	paper_result_alignment	Strong positive IMRS at 1-24 h matches acute innate tissue response. Weak 72 h IMRS matches waning tissue-time kinetics, not model failure.	context_explains_weaker_signal	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Publication context was mapped to support interpretation of dataset role and boundary-context handling.	not_recorded_in_source	NA	09_boundary_context_audit	Supplementary Tables S1-S3	documented	Mouse Ad26/Ad5 vector vaccination time course across blood, muscle, and draining lymph node from 1 h to 72 h. The paper reports that innate immune response begins by 1 h, evolves across tissues within 24 h, and wanes by 72 h.
CUR00477	split_definition	GSE264344	GSE264344_design__T=dLN__H=72__B=NA__G=delivery_ad5__VS=baseline_0	delivery_vs_control_split	<local_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=dLN__H=72__B=NA__G=delivery_ad5__VS=baseline_0.tsv	delivery ad5 versus baseline 0	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated split definition consumed by automated scoring and transfer-evaluation scripts.	not_recorded_in_source	NA	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	documented	verified_from_local_metadata_and_manual_paper_context
CUR00478	treatment_control_label	GSE264344	GSE264344_design__T=dLN__H=72__B=NA__G=delivery_ad5__VS=baseline_0	treatment_group_clean	delivery_ad5	delivery ad5	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated treatment/delivery label harmonized from dataset metadata.	not_recorded_in_source	NA	02_design_and_split_generation	Supplementary Table S2	documented	delivery group label
CUR00479	treatment_control_label	GSE264344	GSE264344_design__T=dLN__H=72__B=NA__G=delivery_ad5__VS=baseline_0	control_group_clean	baseline_0	baseline 0	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated control/baseline label harmonized from dataset metadata.	not_recorded_in_source	NA	02_design_and_split_generation	Supplementary Table S2	documented	control group label
CUR00480	tissue_timepoint_annotation	GSE264344	GSE264344_design__T=dLN__H=72__B=NA__G=delivery_ad5__VS=baseline_0	tissue; timepoint_h	dLN; 0; 72	dLN; 72	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated tissue and timepoint annotations harmonize public metadata for split-level analysis.	not_recorded_in_source	NA	01_metadata_processing; 02_design_and_split_generation	Figures 1-5; Supplementary Tables S1-S3	documented	metadata annotation
CUR00481	delivery_platform_annotation	GSE264344	GSE264344_design__T=dLN__H=72__B=NA__G=delivery_ad5__VS=baseline_0	delivery_platform_or_modality	adenovirus serotype 5 vector	adenovirus serotype 5 vector	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated delivery platform/modality label used for interpretation and provenance tables.	not_recorded_in_source	NA	01_metadata_processing; 08_dataset_role_cleanup	Supplementary Tables S1-S3	documented	delivery platform annotation
CUR00482	publication_context_mapping	GSE264344	GSE264344_design__T=dLN__H=72__B=NA__G=delivery_ad5__VS=baseline_0	paper_result_alignment	Strong positive IMRS at 1-24 h matches acute innate tissue response. Weak 72 h IMRS matches waning tissue-time kinetics, not model failure.	context_explains_weaker_signal	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Publication context was mapped to support interpretation of dataset role and boundary-context handling.	not_recorded_in_source	NA	09_boundary_context_audit	Supplementary Tables S1-S3	documented	Mouse Ad26/Ad5 vector vaccination time course across blood, muscle, and draining lymph node from 1 h to 72 h. The paper reports that innate immune response begins by 1 h, evolves across tissues within 24 h, and wanes by 72 h.
CUR00483	split_definition	GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00110503__VS=baseline_0	delivery_vs_control_split	<local_project_root>/00_metadata/verified_metadata/splited/GSE279372_design/GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00110503__VS=baseline_0.tsv	delivery 250 g alum 5 g gi 1 gii 4 vlp injected versus baseline 0	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	39494905	10.1128/jvi.01699-24	Curated split definition consumed by automated scoring and transfer-evaluation scripts.	not_recorded_in_source	NA	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	documented	verified_from_local_metadata_and_manual_paper_context
CUR00484	treatment_control_label	GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00110503__VS=baseline_0	treatment_group_clean	delivery_250_g_alum_5_g_gi_1_gii_4_vlp_injected	delivery 250 g alum 5 g gi 1 gii 4 vlp injected	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	39494905	10.1128/jvi.01699-24	Curated treatment/delivery label harmonized from dataset metadata.	not_recorded_in_source	NA	02_design_and_split_generation	Supplementary Table S2	documented	delivery group label
CUR00485	treatment_control_label	GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00110503__VS=baseline_0	control_group_clean	baseline_0	baseline 0	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	39494905	10.1128/jvi.01699-24	Curated control/baseline label harmonized from dataset metadata.	not_recorded_in_source	NA	02_design_and_split_generation	Supplementary Table S2	documented	control group label
CUR00486	tissue_timepoint_annotation	GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00110503__VS=baseline_0	tissue; timepoint_h	draining lymph nodes; 24	draining lymph nodes; 24	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	39494905	10.1128/jvi.01699-24	Curated tissue and timepoint annotations harmonize public metadata for split-level analysis.	not_recorded_in_source	NA	01_metadata_processing; 02_design_and_split_generation	Figures 1-5; Supplementary Tables S1-S3	documented	metadata annotation
CUR00487	delivery_platform_annotation	GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00110503__VS=baseline_0	delivery_platform_or_modality	vaccine formulation / LNP or alum/VLP depending split	vaccine formulation / LNP or alum/VLP depending split	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	39494905	10.1128/jvi.01699-24	Curated delivery platform/modality label used for interpretation and provenance tables.	not_recorded_in_source	NA	01_metadata_processing; 08_dataset_role_cleanup	Supplementary Tables S1-S3	documented	delivery platform annotation
CUR00488	publication_context_mapping	GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00110503__VS=baseline_0	paper_result_alignment	Strong positive IMRS is biologically plausible because the LNP adjuvant context is associated with innate/type I IFN-dependent vaccine response.	matches_paper_context	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	39494905	10.1128/jvi.01699-24	Publication context was mapped to support interpretation of dataset role and boundary-context handling.	not_recorded_in_source	NA	09_boundary_context_audit	Supplementary Tables S1-S3	documented	Mouse draining lymph node RNA-seq 24 h after NoV VLP vaccine and LNP/adjuvant treatment. Paper reports LNP adjuvant activity and type I IFN/TLR9-dependent mechanism.
CUR00489	split_definition	GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00110754__VS=baseline_0	delivery_vs_control_split	<local_project_root>/00_metadata/verified_metadata/splited/GSE279372_design/GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00110754__VS=baseline_0.tsv	delivery 125 g lnps 5 g gi 1 gii 4 vlp injected versus baseline 0	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	39494905	10.1128/jvi.01699-24	Curated split definition consumed by automated scoring and transfer-evaluation scripts.	not_recorded_in_source	NA	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	documented	verified_from_local_metadata_and_manual_paper_context
CUR00490	treatment_control_label	GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00110754__VS=baseline_0	treatment_group_clean	delivery_125_g_lnps_5_g_gi_1_gii_4_vlp_injected	delivery 125 g lnps 5 g gi 1 gii 4 vlp injected	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	39494905	10.1128/jvi.01699-24	Curated treatment/delivery label harmonized from dataset metadata.	not_recorded_in_source	NA	02_design_and_split_generation	Supplementary Table S2	documented	delivery group label
CUR00491	treatment_control_label	GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00110754__VS=baseline_0	control_group_clean	baseline_0	baseline 0	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	39494905	10.1128/jvi.01699-24	Curated control/baseline label harmonized from dataset metadata.	not_recorded_in_source	NA	02_design_and_split_generation	Supplementary Table S2	documented	control group label
CUR00492	tissue_timepoint_annotation	GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00110754__VS=baseline_0	tissue; timepoint_h	draining lymph nodes; 24	draining lymph nodes; 24	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	39494905	10.1128/jvi.01699-24	Curated tissue and timepoint annotations harmonize public metadata for split-level analysis.	not_recorded_in_source	NA	01_metadata_processing; 02_design_and_split_generation	Figures 1-5; Supplementary Tables S1-S3	documented	metadata annotation
CUR00493	delivery_platform_annotation	GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00110754__VS=baseline_0	delivery_platform_or_modality	vaccine formulation / LNP or alum/VLP depending split	vaccine formulation / LNP or alum/VLP depending split	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	39494905	10.1128/jvi.01699-24	Curated delivery platform/modality label used for interpretation and provenance tables.	not_recorded_in_source	NA	01_metadata_processing; 08_dataset_role_cleanup	Supplementary Tables S1-S3	documented	delivery platform annotation
CUR00494	publication_context_mapping	GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00110754__VS=baseline_0	paper_result_alignment	Strong positive IMRS is biologically plausible because the LNP adjuvant context is associated with innate/type I IFN-dependent vaccine response.	matches_paper_context	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	39494905	10.1128/jvi.01699-24	Publication context was mapped to support interpretation of dataset role and boundary-context handling.	not_recorded_in_source	NA	09_boundary_context_audit	Supplementary Tables S1-S3	documented	Mouse draining lymph node RNA-seq 24 h after NoV VLP vaccine and LNP/adjuvant treatment. Paper reports LNP adjuvant activity and type I IFN/TLR9-dependent mechanism.
CUR00495	split_definition	GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00114748__VS=baseline_0	delivery_vs_control_split	<local_project_root>/00_metadata/verified_metadata/splited/GSE279372_design/GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00114748__VS=baseline_0.tsv	delivery 1000 g lnps 5 g gi 1 gii 4 vlp injected versus baseline 0	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	39494905	10.1128/jvi.01699-24	Curated split definition consumed by automated scoring and transfer-evaluation scripts.	not_recorded_in_source	NA	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	documented	verified_from_local_metadata_and_manual_paper_context
CUR00496	treatment_control_label	GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00114748__VS=baseline_0	treatment_group_clean	delivery_1000_g_lnps_5_g_gi_1_gii_4_vlp_injected	delivery 1000 g lnps 5 g gi 1 gii 4 vlp injected	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	39494905	10.1128/jvi.01699-24	Curated treatment/delivery label harmonized from dataset metadata.	not_recorded_in_source	NA	02_design_and_split_generation	Supplementary Table S2	documented	delivery group label
CUR00497	treatment_control_label	GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00114748__VS=baseline_0	control_group_clean	baseline_0	baseline 0	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	39494905	10.1128/jvi.01699-24	Curated control/baseline label harmonized from dataset metadata.	not_recorded_in_source	NA	02_design_and_split_generation	Supplementary Table S2	documented	control group label
CUR00498	tissue_timepoint_annotation	GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00114748__VS=baseline_0	tissue; timepoint_h	draining lymph nodes; 24	draining lymph nodes; 24	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	39494905	10.1128/jvi.01699-24	Curated tissue and timepoint annotations harmonize public metadata for split-level analysis.	not_recorded_in_source	NA	01_metadata_processing; 02_design_and_split_generation	Figures 1-5; Supplementary Tables S1-S3	documented	metadata annotation
